trade_day,AL,C,CF,CU,I,L,M,MA,P,PG,PP,RM,RU,SC,SR,TA,V,ZC,ZN,PNL
2017-03-31,,,,,,,-0.014209591474245165,,,,,,,,,,,,,-0.014209591474245165
2017-04-05,,,,,,,-0.012612612612612595,,,,,,,,,,,,,-0.012612612612612595
2017-04-06,,,,,,,0.005839416058394109,,,,,,,,,,,,,0.005839416058394109
2017-04-07,,,,,,,-0.00036284470246739087,,,,,,,,,,,,,-0.00036284470246739087
2017-04-10,,,,,,,-0.007259528130671544,,,,,,,,,,,,,-0.007259528130671544
2017-04-11,,,,,,,0.01023765996343684,,,,,,,,,,,,,0.01023765996343684
2017-04-12,,,,,,,-0.0021715526601520097,,,,,,,,,,,,,-0.0021715526601520097
2017-04-13,,,,,,,0.011606819006166225,,,,,,,,,,,,,0.011606819006166225
2017-04-14,,,,,,,0.017210469702402253,,,,,,,,,,,,,0.017210469702402253
2017-04-17,,,,,,,-0.0007049700387733449,,,,,,,,,,,,,-0.0007049700387733449
2017-04-18,,,,,,,-0.004232804232804255,,,,,,,,,,,,,-0.004232804232804255
2017-04-19,,,,,,,-0.002294793988506349,,,,,,,,0.0009623427136560338,,,,,-0.0013324512748503154
2017-04-20,,,,,,,0.00518380291233831,,,,,,,,0.0008104393312997782,,,,,0.005994242243638088
2017-04-21,,,,,,,0.0032754017775567072,,,,,,,,-0.0004326823401829021,,,,,0.002842719437373805
2017-04-24,,,,,,,-0.004484669163823009,,,,,,,,-6.432900370661272e-05,,,,,-0.0045489981675296215
2017-04-25,,,,,,,0.005334744305149342,,,,,,,,-0.005318084314464795,,,,,1.6659990684547016e-05
2017-04-26,,,,,,,-0.0026602460813739165,,,,,,,,-0.00019327505589546097,,,,,-0.0028535211372693776
2017-04-27,,,,,,,-0.012330922311927811,,,,,,,,0.0002921426412635073,,,,,-0.012038779670664303
2017-04-28,,,,,,,-0.00446289875768828,,,,,,,,-0.000842808806225812,,,,,-0.005305707563914092
2017-05-02,,,,,,,0.008388500581834423,,,,,,,,0.0006646049154520767,,,,,0.009053105497286499
2017-05-03,,,,,,,0.0019407000672553684,,,,,,,,0.005421601213706553,,,,,0.007362301280961922
2017-05-04,,,,,,,-0.0009712365026946947,,,,,,,,-0.0027892328212808537,,,,,-0.0037604693239755484
2017-05-05,,,,,,,0.00018346496929726343,,,,,,,,0.008093787258306404,,,,,0.008277252227603667
2017-05-08,,,,,,,-0.002995706086922375,,,,,,,,-0.0002208933543572362,,,,,-0.003216599441279611
2017-05-09,,,,,,,-0.009631233016114333,,,,,,,,-0.0016283704291465007,,,,,-0.011259603445260833
2017-05-10,,,,,,,-0.0009166932281380008,,,,,,,,0.000727127834279538,,,,,-0.00018956539385846282
2017-05-11,,,,,,,0.006040139045855457,,,,,,,,-0.00017845362160967716,,,,,0.00586168542424578
2017-05-12,,,,,,,-0.0025110250114268266,,,,,,,,0.00021440458051435327,,,,,-0.0022966204309124733
2017-05-15,,,,,,,-0.010239700274440688,,,,,,,,-0.0001554009512715992,,,,,-0.010395101225712288
2017-05-16,,,,,,,-0.0009552347860115592,,,,,,,,0.0012284133866524982,,,,,0.000273178600640939
2017-05-17,,,,,,,-0.0028696680923092095,,,,,,,,-0.000799562732715877,,,,,-0.0036692308250250863
2017-05-18,,,,,,,0.00968517129842306,,,,,,,,0.001770050372068587,,,,,0.011455221670491646
2017-05-19,,,,,,,-0.018226017990208995,,,,,,,,-0.0020365559145860885,,,,,-0.020262573904795085
2017-05-22,,,,,,,-0.0016489576166837745,,,,,,,,0.0056428156587141984,,,,,0.003993858042030424
2017-05-23,,,,,,,0.002452894501350769,,,,,,,,-0.0014184624131081283,,,,,0.0010344320882426405
2017-05-24,,,,,,,-0.00217958146956195,,,,,,,,0.00037524860616110244,,,,,-0.0018043328634008474
2017-05-25,,,,,,,-0.00040993785639251384,,,,,,,,-0.003335401277390773,,,,,-0.003745339133783287
2017-05-26,,,,,,,-0.0030377119136644733,,,,,,,,0.00012494406432383425,,,,,-0.002912767849340639
2017-05-31,,,,,,,-0.014426559396217174,,,,,,,,-0.002519404899309902,,,,,-0.016945964295527076
2017-06-01,,,,,,,-0.012062616502988595,,,,,,,,-0.0031787100424298773,,,,,-0.015241326545418472
2017-06-02,,,,,,,0.004398351183886878,,,,,,,,0.0013822930010312228,,,,,0.0057806441849181005
2017-06-05,,,,,,,-0.0015083556376086229,,,,,,,,8.538379304484555e-06,,,,,-0.0014998172583041384
2017-06-06,,,,,,,0.005420395084349879,,,,,,,,-0.0007998116143925658,,,,,0.004620583469957314
2017-06-07,,,,,,,-0.0007999479315891263,,,,,,,,-0.00022215585010163,,,,,-0.0010221037816907563
2017-06-08,,,,,,,0.0028174228940447735,,,,,,,,0.00431727061622696,,,,,0.007134693510271734
2017-06-09,,,,,,,0.004661842013846434,,,,,,,,0.0002296132477725536,,,,,0.004891455261618987
2017-06-12,,,,,,,0.0006260347940834742,,,,,,,,0.002783430979727228,,,,,0.0034094657738107026
2017-06-13,,,,,,,-0.006025594373579592,,,,,,,,-0.0005268322685452788,,,,,-0.006552426642124871
2017-06-14,,,,,,,-0.00010083877421913708,,,,,,,,-0.006310829077103086,,,,,-0.006411667851322223
2017-06-15,,,,,,,0.005930060233136435,,,,,,,,-1.5313316600421153e-05,,,,,0.005914746916536013
2017-06-16,,,,,,,-0.0066758056857108665,,,,,,,,-0.00033766202225535974,,,,,-0.007013467707966226
2017-06-19,,,,,,,0.005848116212410516,,,,,,,,-0.0025500585267217678,,,,,0.003298057685688748
2017-06-20,,,,,,,0.005620385675211673,,,,,,,,-0.000611724911629528,,,,,0.005008660763582145
2017-06-21,,,,,,,-0.0025463877845431347,,,,,,,,0.00033511815489521615,,,,,-0.0022112696296479185
2017-06-22,,,,,,,-0.0011998602738724112,,,,,,,,0.0002328873692326649,,,,,-0.0009669729046397462
2017-06-23,,,,,,,-0.0040450276330316216,,,,,,,,-0.012308032226178833,,,,,-0.016353059859210456
2017-06-26,,,,,,,-0.0017233314449785376,,,,,,,,0.0004213522118781494,,,,,-0.0013019792331003882
2017-06-27,,,,,,,0.004858532642491478,,,,,,,,-0.0005830449962396624,,,,,0.004275487646251816
2017-06-28,,,,,,,0.0014926895950199608,,,,,,,,-0.0036281371550742174,,,,,-0.002135447560054257
2017-06-29,,,,,,,-0.0036757485489225293,,,,,,,,-0.002391843900587376,,,,,-0.006067592449509905
2017-06-30,,,,,,,0.0016321771711688196,,,,,,,,0.001804444907921185,,,,,0.003436622079090005
2017-07-03,,,,,,,-0.0033553202246165465,,,,,,,,-0.0006745735478922573,,,,,-0.004029893772508804
2017-07-04,,,,,,,0.03759372178619332,,,,,,,,-0.00023971500504600137,,,,,0.03735400678114732
2017-07-05,,,,,,,0.0014150808623220627,,,,,,,,-0.00296960153847199,,,,,-0.0015545206761499275
2017-07-06,,,,,,,-0.002486358690620096,,,,,,,,-6.138207957055088e-05,,,,,-0.0025477407701906467
2017-07-07,,,,,,,0.005639960658659403,,,,,,,,0.00040237842036735014,,,,,0.006042339079026754
2017-07-10,,,,,,,0.004388320763832405,,,,,,,,0.0012240426293759128,,,,,0.005612363393208317
2017-07-11,,,,,,,0.02523385745589127,,,,,,,,0.001042176590138631,,,,,0.026276034046029902
2017-07-12,,,,,,,-0.004952794317908848,,,,,,,,-0.0015461505807181227,,,,,-0.00649894489862697
2017-07-13,,,,,,,0.0009385355939909507,,,,,,,,0.0004311891094504371,,,,,0.0013697247034413877
2017-07-14,,,,,,,-0.019100857673360967,,,,,,,,0.0003601238115684573,,,,,-0.018740733861792508
